MES,WIKIDATA_MES,COD_DISTRITO,DISTRITO,DISTRITO_WIKIDATA,TOTAL_KG_MUEBLES,MUEBLES,TOTAL_ENVASES,ENVASES,TOTAL_PAPEL_Y_CARTON,PAPEL_Y_CARTON,REPOSICION_BOLSAS_CANINAS,BOLSAS_CANINAS
August,https://www.wikidata.org/wiki/Q122,1,Centro,https://www.wikidata.org/wiki/Q1763376,43.2,Mueble,0,Envase,9.54,Papel_y_Carton,895.1,Bolsas_caninas
August,https://www.wikidata.org/wiki/Q122,6,Tetuán,https://www.wikidata.org/wiki/Q1773540,129.12,Mueble,240,Envase,6.76,Papel_y_Carton,480,Bolsas_caninas
August,https://www.wikidata.org/wiki/Q122,7,Chamberí,https://www.wikidata.org/wiki/Q1763370,67.3,Mueble,220,Envase,7.74,Papel_y_Carton,401.1,Bolsas_caninas
August,https://www.wikidata.org/wiki/Q122,2,Arganzuela,https://www.wikidata.org/wiki/Q2000929,43.84,Mueble,0,Envase,3.4,Papel_y_Carton,380,Bolsas_caninas
August,https://www.wikidata.org/wiki/Q122,3,Retiro,https://www.wikidata.org/wiki/Q2002296,45.74,Mueble,1.14,Envase,19.56,Papel_y_Carton,360,Bolsas_caninas
August,https://www.wikidata.org/wiki/Q122,4,Salamanca,https://www.wikidata.org/wiki/Q1773521,53.86,Mueble,0,Envase,1.56,Papel_y_Carton,388.4,Bolsas_caninas
August,https://www.wikidata.org/wiki/Q122,5,Chamartín,https://www.wikidata.org/wiki/Q1766348,44.54,Mueble,0,Envase,12.5,Papel_y_Carton,409.2,Bolsas_caninas
August,https://www.wikidata.org/wiki/Q122,8,FUENCARRAL,,136.92,Mueble,0,Envase,18.84,Papel_y_Carton,376.6,Bolsas_caninas
August,https://www.wikidata.org/wiki/Q122,9,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,75.68,Mueble,1.12,Envase,9.42,Papel_y_Carton,247.3,Bolsas_caninas
August,https://www.wikidata.org/wiki/Q122,10,Latina,https://www.wikidata.org/wiki/Q794954,227.02,Mueble,0,Envase,15.56,Papel_y_Carton,340,Bolsas_caninas
August,https://www.wikidata.org/wiki/Q122,15,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,106.649,Mueble,30,Envase,18.005,Papel_y_Carton,545,Bolsas_caninas
August,https://www.wikidata.org/wiki/Q122,16,Hortaleza,https://www.wikidata.org/wiki/Q1928529,155.53,Mueble,60,Envase,26.257,Papel_y_Carton,493.7,Bolsas_caninas
August,https://www.wikidata.org/wiki/Q122,20,San Blas-Canillejas,https://www.wikidata.org/wiki/Q2001937,115.536,Mueble,50,Envase,19.505,Papel_y_Carton,493.1,Bolsas_caninas
August,https://www.wikidata.org/wiki/Q122,21,Barajas,https://www.wikidata.org/wiki/Q807230,66.656,Mueble,40,Envase,11.253,Papel_y_Carton,423,Bolsas_caninas
August,https://www.wikidata.org/wiki/Q122,13,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,124.826,Mueble,0,Envase,15.449,Papel_y_Carton,585.7,Bolsas_caninas
August,https://www.wikidata.org/wiki/Q122,18,Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,48.355,Mueble,1.14,Envase,6.621,Papel_y_Carton,294.9,Bolsas_caninas
August,https://www.wikidata.org/wiki/Q122,14,Moratalaz,https://www.wikidata.org/wiki/Q2076109,116.944,Mueble,0,Envase,17.656,Papel_y_Carton,219.9,Bolsas_caninas
August,https://www.wikidata.org/wiki/Q122,19,Vicálvaro,https://www.wikidata.org/wiki/Q589403,32.235,Mueble,0,Envase,4.414,Papel_y_Carton,257.6,Bolsas_caninas
August,https://www.wikidata.org/wiki/Q122,11,Carabanchel,https://www.wikidata.org/wiki/Q1001991,230.256,Mueble,96,Envase,25.816,Papel_y_Carton,499.4,Bolsas_caninas
August,https://www.wikidata.org/wiki/Q122,12,Usera,https://www.wikidata.org/wiki/Q953368,143.91,Mueble,60,Envase,16.135,Papel_y_Carton,296,Bolsas_caninas
August,https://www.wikidata.org/wiki/Q122,17,Villaverde,https://www.wikidata.org/wiki/Q919536,201.474,Mueble,84,Envase,22.589,Papel_y_Carton,307,Bolsas_caninas
September,https://www.wikidata.org/wiki/Q123,1,Centro,https://www.wikidata.org/wiki/Q1763376,40.61,Mueble,2.25,Envase,17.12,Papel_y_Carton,906.43,Bolsas_caninas
September,https://www.wikidata.org/wiki/Q123,6,Tetuán,https://www.wikidata.org/wiki/Q1773540,127.04,Mueble,180,Envase,9,Papel_y_Carton,514.7,Bolsas_caninas
September,https://www.wikidata.org/wiki/Q123,7,Chamberí,https://www.wikidata.org/wiki/Q1763370,71.68,Mueble,260,Envase,17.58,Papel_y_Carton,408.77,Bolsas_caninas
September,https://www.wikidata.org/wiki/Q123,2,Arganzuela,https://www.wikidata.org/wiki/Q2000929,66.64,Mueble,0,Envase,4.48,Papel_y_Carton,423.78,Bolsas_caninas
September,https://www.wikidata.org/wiki/Q123,3,Retiro,https://www.wikidata.org/wiki/Q2002296,62.94,Mueble,840,Envase,32.34,Papel_y_Carton,381.36,Bolsas_caninas
September,https://www.wikidata.org/wiki/Q123,4,Salamanca,https://www.wikidata.org/wiki/Q1773521,39.8,Mueble,10.06,Envase,4.82,Papel_y_Carton,411.94,Bolsas_caninas
September,https://www.wikidata.org/wiki/Q123,5,Chamartín,https://www.wikidata.org/wiki/Q1766348,39.44,Mueble,0,Envase,11.34,Papel_y_Carton,451.9,Bolsas_caninas
September,https://www.wikidata.org/wiki/Q123,8,FUENCARRAL,,175.28,Mueble,340,Envase,26.9,Papel_y_Carton,484.82,Bolsas_caninas
September,https://www.wikidata.org/wiki/Q123,9,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,91.02,Mueble,0,Envase,17.88,Papel_y_Carton,301.64,Bolsas_caninas
September,https://www.wikidata.org/wiki/Q123,10,Latina,https://www.wikidata.org/wiki/Q794954,241.18,Mueble,540,Envase,11.69,Papel_y_Carton,443.1,Bolsas_caninas
September,https://www.wikidata.org/wiki/Q123,15,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,114.835,Mueble,144,Envase,23.842,Papel_y_Carton,635.69,Bolsas_caninas
September,https://www.wikidata.org/wiki/Q123,16,Hortaleza,https://www.wikidata.org/wiki/Q1928529,167.468,Mueble,210,Envase,34.769,Papel_y_Carton,598.27,Bolsas_caninas
September,https://www.wikidata.org/wiki/Q123,20,San Blas-Canillejas,https://www.wikidata.org/wiki/Q2001937,124.405,Mueble,156,Envase,25.828,Papel_y_Carton,588.05,Bolsas_caninas
September,https://www.wikidata.org/wiki/Q123,21,Barajas,https://www.wikidata.org/wiki/Q807230,71.772,Mueble,90,Envase,14.901,Papel_y_Carton,450.38,Bolsas_caninas
September,https://www.wikidata.org/wiki/Q123,13,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,215.418,Mueble,500,Envase,23.251,Papel_y_Carton,664.83,Bolsas_caninas
September,https://www.wikidata.org/wiki/Q123,18,Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,77.323,Mueble,220,Envase,9.965,Papel_y_Carton,371.44,Bolsas_caninas
September,https://www.wikidata.org/wiki/Q123,14,Moratalaz,https://www.wikidata.org/wiki/Q2076109,171.192,Mueble,560,Envase,26.572,Papel_y_Carton,283.86,Bolsas_caninas
September,https://www.wikidata.org/wiki/Q123,19,Vicálvaro,https://www.wikidata.org/wiki/Q589403,51.547,Mueble,140,Envase,6.643,Papel_y_Carton,321.39,Bolsas_caninas
September,https://www.wikidata.org/wiki/Q123,11,Carabanchel,https://www.wikidata.org/wiki/Q1001991,230.416,Mueble,40,Envase,30.888,Papel_y_Carton,605.85,Bolsas_caninas
September,https://www.wikidata.org/wiki/Q123,12,Usera,https://www.wikidata.org/wiki/Q953368,144.01,Mueble,25,Envase,19.328,Papel_y_Carton,382.27,Bolsas_caninas
September,https://www.wikidata.org/wiki/Q123,17,Villaverde,https://www.wikidata.org/wiki/Q919536,201.614,Mueble,35,Envase,27.034,Papel_y_Carton,419.65,Bolsas_caninas
October,https://www.wikidata.org/wiki/Q124,1,Centro,https://www.wikidata.org/wiki/Q1763376,72.77,Mueble,1.83,Envase,16.62,Papel_y_Carton,906.4,Bolsas_caninas
October,https://www.wikidata.org/wiki/Q124,6,Tetuán,https://www.wikidata.org/wiki/Q1773540,84.32,Mueble,180,Envase,6.88,Papel_y_Carton,514.7,Bolsas_caninas
October,https://www.wikidata.org/wiki/Q124,7,Chamberí,https://www.wikidata.org/wiki/Q1763370,61.94,Mueble,420,Envase,8.28,Papel_y_Carton,408.78,Bolsas_caninas
October,https://www.wikidata.org/wiki/Q124,2,Arganzuela,https://www.wikidata.org/wiki/Q2000929,52.26,Mueble,0,Envase,5.96,Papel_y_Carton,423.79,Bolsas_caninas
October,https://www.wikidata.org/wiki/Q124,3,Retiro,https://www.wikidata.org/wiki/Q2002296,57.58,Mueble,1.26,Envase,26.68,Papel_y_Carton,381.37,Bolsas_caninas
October,https://www.wikidata.org/wiki/Q124,4,Salamanca,https://www.wikidata.org/wiki/Q1773521,36.14,Mueble,820,Envase,3.32,Papel_y_Carton,411.94,Bolsas_caninas
October,https://www.wikidata.org/wiki/Q124,5,Chamartín,https://www.wikidata.org/wiki/Q1766348,51.74,Mueble,0,Envase,15.64,Papel_y_Carton,451.89,Bolsas_caninas
October,https://www.wikidata.org/wiki/Q124,8,FUENCARRAL,,166.4,Mueble,280,Envase,26.4,Papel_y_Carton,452.82,Bolsas_caninas
October,https://www.wikidata.org/wiki/Q124,9,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,65.76,Mueble,0,Envase,12.44,Papel_y_Carton,285.64,Bolsas_caninas
October,https://www.wikidata.org/wiki/Q124,10,Latina,https://www.wikidata.org/wiki/Q794954,244.16,Mueble,1.1,Envase,13.14,Papel_y_Carton,459.1,Bolsas_caninas
October,https://www.wikidata.org/wiki/Q124,15,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,98.6,Mueble,86,Envase,22.824,Papel_y_Carton,651.69,Bolsas_caninas
October,https://www.wikidata.org/wiki/Q124,16,Hortaleza,https://www.wikidata.org/wiki/Q1928529,143.793,Mueble,126,Envase,33.285,Papel_y_Carton,614.27,Bolsas_caninas
October,https://www.wikidata.org/wiki/Q124,20,San Blas-Canillejas,https://www.wikidata.org/wiki/Q2001937,106.818,Mueble,94,Envase,24.726,Papel_y_Carton,572.05,Bolsas_caninas
October,https://www.wikidata.org/wiki/Q124,21,Barajas,https://www.wikidata.org/wiki/Q807230,61.625,Mueble,54,Envase,14.265,Papel_y_Carton,450.38,Bolsas_caninas
October,https://www.wikidata.org/wiki/Q124,13,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,215.003,Mueble,406,Envase,21.221,Papel_y_Carton,648.83,Bolsas_caninas
October,https://www.wikidata.org/wiki/Q124,18,Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,79.287,Mueble,174,Envase,9.095,Papel_y_Carton,371.44,Bolsas_caninas
October,https://www.wikidata.org/wiki/Q124,14,Moratalaz,https://www.wikidata.org/wiki/Q2076109,171.432,Mueble,464,Envase,24.525,Papel_y_Carton,315.86,Bolsas_caninas
October,https://www.wikidata.org/wiki/Q124,19,Vicálvaro,https://www.wikidata.org/wiki/Q589403,62.858,Mueble,116,Envase,6.063,Papel_y_Carton,321.39,Bolsas_caninas
October,https://www.wikidata.org/wiki/Q124,11,Carabanchel,https://www.wikidata.org/wiki/Q1001991,275.369,Mueble,96,Envase,19.945,Papel_y_Carton,621.85,Bolsas_caninas
October,https://www.wikidata.org/wiki/Q124,12,Usera,https://www.wikidata.org/wiki/Q953368,172.905,Mueble,60,Envase,31.912,Papel_y_Carton,398.27,Bolsas_caninas
October,https://www.wikidata.org/wiki/Q124,17,Villaverde,https://www.wikidata.org/wiki/Q919536,192.118,Mueble,84,Envase,27.923,Papel_y_Carton,419.65,Bolsas_caninas
November,https://www.wikidata.org/wiki/Q125,1,Centro,https://www.wikidata.org/wiki/Q1763376,58.08,Mueble,2.3,Envase,14.32,Papel_y_Carton,895.6,Bolsas_caninas
November,https://www.wikidata.org/wiki/Q125,6,Tetuán,https://www.wikidata.org/wiki/Q1773540,77.96,Mueble,160,Envase,3.84,Papel_y_Carton,511.3,Bolsas_caninas
November,https://www.wikidata.org/wiki/Q125,7,Chamberí,https://www.wikidata.org/wiki/Q1763370,61.06,Mueble,400,Envase,7.98,Papel_y_Carton,402.98,Bolsas_caninas
November,https://www.wikidata.org/wiki/Q125,2,Arganzuela,https://www.wikidata.org/wiki/Q2000929,54.301,Mueble,0,Envase,2.32,Papel_y_Carton,413.09,Bolsas_caninas
November,https://www.wikidata.org/wiki/Q125,3,Retiro,https://www.wikidata.org/wiki/Q2002296,57.7,Mueble,580,Envase,26.74,Papel_y_Carton,361.17,Bolsas_caninas
November,https://www.wikidata.org/wiki/Q125,4,Salamanca,https://www.wikidata.org/wiki/Q1773521,38.04,Mueble,0,Envase,0,Papel_y_Carton,405.7,Bolsas_caninas
November,https://www.wikidata.org/wiki/Q125,5,Chamartín,https://www.wikidata.org/wiki/Q1766348,26,Mueble,0,Envase,6.98,Papel_y_Carton,451.97,Bolsas_caninas
November,https://www.wikidata.org/wiki/Q125,8,FUENCARRAL,,148.7,Mueble,0,Envase,20.92,Papel_y_Carton,432.68,Bolsas_caninas
November,https://www.wikidata.org/wiki/Q125,9,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,70.48,Mueble,0,Envase,12.4,Papel_y_Carton,245.69,Bolsas_caninas
November,https://www.wikidata.org/wiki/Q125,10,Latina,https://www.wikidata.org/wiki/Q794954,208.48,Mueble,1.08,Envase,11.38,Papel_y_Carton,461,Bolsas_caninas
November,https://www.wikidata.org/wiki/Q125,15,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,83.722,Mueble,101,Envase,14.698,Papel_y_Carton,631.6,Bolsas_caninas
November,https://www.wikidata.org/wiki/Q125,16,Hortaleza,https://www.wikidata.org/wiki/Q1928529,122.094,Mueble,147,Envase,21.434,Papel_y_Carton,616.58,Bolsas_caninas
November,https://www.wikidata.org/wiki/Q125,20,San Blas-Canillejas,https://www.wikidata.org/wiki/Q2001937,90.698,Mueble,109,Envase,15.922,Papel_y_Carton,562.38,Bolsas_caninas
November,https://www.wikidata.org/wiki/Q125,21,Barajas,https://www.wikidata.org/wiki/Q807230,52.326,Mueble,63,Envase,9.186,Papel_y_Carton,442.15,Bolsas_caninas
November,https://www.wikidata.org/wiki/Q125,13,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,204.365,Mueble,903,Envase,21.392,Papel_y_Carton,651.2,Bolsas_caninas
November,https://www.wikidata.org/wiki/Q125,18,Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,67.585,Mueble,387,Envase,9.168,Papel_y_Carton,375.74,Bolsas_caninas
November,https://www.wikidata.org/wiki/Q125,14,Moratalaz,https://www.wikidata.org/wiki/Q2076109,158.56,Mueble,1.032,Envase,24.448,Papel_y_Carton,317.28,Bolsas_caninas
November,https://www.wikidata.org/wiki/Q125,19,Vicálvaro,https://www.wikidata.org/wiki/Q589403,53.39,Mueble,258,Envase,6.112,Papel_y_Carton,341.48,Bolsas_caninas
November,https://www.wikidata.org/wiki/Q125,11,Carabanchel,https://www.wikidata.org/wiki/Q1001991,275.369,Mueble,96,Envase,19.945,Papel_y_Carton,631.49,Bolsas_caninas
November,https://www.wikidata.org/wiki/Q125,12,Usera,https://www.wikidata.org/wiki/Q953368,172.905,Mueble,60,Envase,31.912,Papel_y_Carton,371.5,Bolsas_caninas
November,https://www.wikidata.org/wiki/Q125,17,Villaverde,https://www.wikidata.org/wiki/Q919536,192.118,Mueble,84,Envase,27.923,Papel_y_Carton,422.36,Bolsas_caninas
December,https://www.wikidata.org/wiki/Q126,1,Centro,https://www.wikidata.org/wiki/Q1763376,59,Mueble,1.16,Envase,17.54,Papel_y_Carton,875,Bolsas_caninas
December,https://www.wikidata.org/wiki/Q126,6,Tetuán,https://www.wikidata.org/wiki/Q1773540,68.3,Mueble,220,Envase,5.88,Papel_y_Carton,516.9,Bolsas_caninas
December,https://www.wikidata.org/wiki/Q126,7,Chamberí,https://www.wikidata.org/wiki/Q1763370,55.78,Mueble,260,Envase,3.762,Papel_y_Carton,406.15,Bolsas_caninas
December,https://www.wikidata.org/wiki/Q126,2,Arganzuela,https://www.wikidata.org/wiki/Q2000929,44.54,Mueble,0,Envase,4.92,Papel_y_Carton,419.2,Bolsas_caninas
December,https://www.wikidata.org/wiki/Q126,3,Retiro,https://www.wikidata.org/wiki/Q2002296,39.4,Mueble,600,Envase,16.7,Papel_y_Carton,358.15,Bolsas_caninas
December,https://www.wikidata.org/wiki/Q126,4,Salamanca,https://www.wikidata.org/wiki/Q1773521,29.42,Mueble,6.4,Envase,0,Papel_y_Carton,415.1,Bolsas_caninas
December,https://www.wikidata.org/wiki/Q126,5,Chamartín,https://www.wikidata.org/wiki/Q1766348,27.48,Mueble,0,Envase,0,Papel_y_Carton,456.07,Bolsas_caninas
December,https://www.wikidata.org/wiki/Q126,8,FUENCARRAL,,143.1,Mueble,320,Envase,32.7,Papel_y_Carton,429.7,Bolsas_caninas
December,https://www.wikidata.org/wiki/Q126,9,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,80.82,Mueble,0,Envase,15.4,Papel_y_Carton,243.24,Bolsas_caninas
December,https://www.wikidata.org/wiki/Q126,10,Latina,https://www.wikidata.org/wiki/Q794954,191.72,Mueble,520,Envase,9.82,Papel_y_Carton,445.8,Bolsas_caninas
December,https://www.wikidata.org/wiki/Q126,15,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,91.07,Mueble,70,Envase,11.822,Papel_y_Carton,628.4,Bolsas_caninas
December,https://www.wikidata.org/wiki/Q126,16,Hortaleza,https://www.wikidata.org/wiki/Q1928529,119.41,Mueble,110,Envase,17.241,Papel_y_Carton,621.65,Bolsas_caninas
December,https://www.wikidata.org/wiki/Q126,20,San Blas-Canillejas,https://www.wikidata.org/wiki/Q2001937,93.03,Mueble,90,Envase,12.808,Papel_y_Carton,555.18,Bolsas_caninas
December,https://www.wikidata.org/wiki/Q126,21,Barajas,https://www.wikidata.org/wiki/Q807230,57.69,Mueble,50,Envase,7.389,Papel_y_Carton,430.65,Bolsas_caninas
December,https://www.wikidata.org/wiki/Q126,13,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,192.136,Mueble,938,Envase,26.704,Papel_y_Carton,670.1,Bolsas_caninas
December,https://www.wikidata.org/wiki/Q126,18,Villa de Vallecas,https://www.wikidata.org/wiki/Q1947988,63.415,Mueble,402,Envase,11.445,Papel_y_Carton,395.51,Bolsas_caninas
December,https://www.wikidata.org/wiki/Q126,14,Moratalaz,https://www.wikidata.org/wiki/Q2076109,149.941,Mueble,1.072,Envase,30.519,Papel_y_Carton,322.3,Bolsas_caninas
December,https://www.wikidata.org/wiki/Q126,19,Vicálvaro,https://www.wikidata.org/wiki/Q589403,50.61,Mueble,268,Envase,7.63,Papel_y_Carton,360.4,Bolsas_caninas
December,https://www.wikidata.org/wiki/Q126,11,Carabanchel,https://www.wikidata.org/wiki/Q1001991,227.148,Mueble,79,Envase,31.517,Papel_y_Carton,635.6,Bolsas_caninas
December,https://www.wikidata.org/wiki/Q126,12,Usera,https://www.wikidata.org/wiki/Q953368,134.225,Mueble,47,Envase,18.624,Papel_y_Carton,378.9,Bolsas_caninas
December,https://www.wikidata.org/wiki/Q126,17,Villaverde,https://www.wikidata.org/wiki/Q919536,154.875,Mueble,54,Envase,21.489,Papel_y_Carton,419.06,Bolsas_caninas
